name,genre,age_group,runtime,country,director,cast,description,released,popular
Vikings Unearthed,Documentaries,Teens,113,United States,Harvey Lilley,Eric Meyers,Archaeologist Sarah Parcak follows clues to early Viking explorations and discusses just what these notoriously fierce warriors were really like.,2016,4
Villain,Dramas,Young Adults,97,United Kingdom,Michael Tuchner,"Richard Burton, Ian McShane, Nigel Davenport, Donald Sinden",,2020,5
Vince and Kath and James,"International Movies, Romantic Movies",Teens,115,Philippines,Theodore Boborol,"Julia Barretto, Joshua Garcia, Ronnie Alonte, Maris Racal, Ina Raymundo, Shamaine Centenera, Ana Abad-Santos, Jeric Raval, Allan Paule, Manuel Chua","Love can be complicated, especially when Vince agrees to secretly woo Kath via text on behalf of James Ã¢ÂÂ while falling for her, too.",2016,3
Vincent N Roxxy,"Dramas, Thrillers",Young Adults,101,United States,Gary Michael Schultz,"Emile Hirsch, ZoÃÂ« Kravitz, Emory Cohen, Zoey Deutch, Beau Knapp, Jason Mitchell, Scott Mescudi, Jeff Gum, Joey Bicicchi","In rural Louisiana, a terse loner forges a redemptive bond with a woman he saved from a killer, but a violent past soon catches up with both of them.",2016,3
Violet Evergarden: Eternity and the Auto Memory Doll,"Anime Features, International Movies, Sci-Fi & Fantasy",Teens,91,Japan,Haruka Fujita,"Yui Ishikawa, Minako Kotobuki, Aoi Yuki",A lonely young woman feels trapped at her all girls' school. But metal hands and heartfelt letters warm her heart when Violet becomes her tutor.,2019,4
Vir Das: Abroad Understanding,Stand-Up Comedy,Adults,66,United States,Marcus Raboy,Vir Das,"Comedian Vir Das tackles nationalism, globalism, good food and bad politics in two cleverly crosscut performances in New York and New Delhi.",2017,4
Vir Das: For India,Stand-Up Comedy,Adults,76,India,"Vir Das, Ajay Bhuyan",Vir Das,"From the Vedas to Vasco da Gama to vacuous Bollywood plotlines, comedian Vir Das celebrates the history of India with his one-of-a-kind perspective.",2020,3
Vir Das: Losing It,Stand-Up Comedy,Adults,68,United States,Marcus Raboy,Vir Das,"The world's got a lot of problems, but Vir Das has a lot of answers as he discusses travel, religion, his childhood and more in this stand-up special.",2018,1
Vir Das: Outside In - The Lockdown Special,Stand-Up Comedy,Adults,50,India,Vir Das,Vir Das,Stage banter takes on a different Ã¢ÂÂ deeper Ã¢ÂÂ meaning as the comedian performs online shows to homebound viewers worldwide from his Mumbai residence.,2020,2
Virsa,"Dramas, International Movies, Music & Musicals",Young Adults,127,"India, Pakistan",Pankaj Batra,"Arya Babbar, Kanwaljeet Singh, Gulshan Grover, Mehreen Raheel, Aparna Sharma, Aman Dhaliwal, Noman Ijaz",A man is disheartened when he visits his well-to-do son and grandkids in Australia and sees they have detached from their traditional Indian morals.,2010,4
Virunga,"Documentaries, International Movies",Adults,100,"United Kingdom,",Orlando von Einsiedel,"AndrÃ¯Â¿Â½ Bauma, Emmanuel de Merode, MÃ¯Â¿Â½lanie Gouby, Rodrigue Mugaruka Katembo",,2014,2
Virunga: Gorillas in Peril,Documentaries,Young Adults,29,United States,,,The team behind the searing documentary reveals what inspired them to tell the story of Virunga and the lethal fight to save the gorillas' sanctuary.,2015,2
Viswasapoorvam Mansoor,"Dramas, International Movies",Young Adults,125,India,P.T. Kunju Muhammad,"Roshan Mathew, Asha Sarath, Prayaga Martin, Zarina Wahab, Renji Panicker, Leona Lishoy, Santhosh Keezhattoor, Sunil Sukhada","When a mother and her daughter arrive to stay in his home in Kerala, a young Muslim man becomes torn between love, faith and clashing political views.",2017,1
Vitti Dandu,"Dramas, International Movies",Young Adults,116,India,Ganesh Kadam,"Dilip Prabhavalkar, Ashok Samarth, Yatin Karyekar, Nishant Bhavsar, Mrunal Thakur, Vikas Kadam, Utpal Sawant, Ravindra Mankani, Shubhankar Atre, Charudatta Bhagwat","In a remote village in colonial India, an old man and his grandson display strong differences in their attitudes toward the country's British rulers.",2014,5
Vivah,"Dramas, International Movies, Romantic Movies",Young Adults,166,India,Sooraj R. Barjatya,"Shahid Kapoor, Amrita Rao, Anupam Kher, Alok Nath, Seema Biswas, Samir Soni, Lata Sabharwal, Manoj Joshi, Dinesh Lamba, Amrita Prakash","Set up for an arranged marriage, a young couple enjoys an old-fashioned courtship, until an accident days before their wedding tests their nascent love.",2006,1
Vizontele,"Comedies, Dramas, International Movies",Unknown,106,Turkey,"Yilmaz Erdogan, Ã¯Â¿Â½mer Faruk Sorak","Yilmaz Erdogan, Demet Akbag, Altan Erkekli, Cem Yilmaz",,2001,5
Vizontele Tuuba,"Comedies, Dramas, International Movies",Unknown,106,Turkey,Yilmaz Erdogan,"Yilmaz Erdogan, Tarik Akan, Demet Akbag, Deniz Akkaya",,2004,5
Vodka Diaries,"Dramas, International Movies, Thrillers",Young Adults,113,India,Kushal Srivastava,"Kay Kay Menon, Raima Sen, Mandira Bedi, Sharib Hashmi, Rishi Bhutani, Herry Tangri, Vaishnavi Dhanraj, Swati Rajput","While investigating a series of murders and the nightclub that links them, a detectiveÃ¢ÂÂs case takes an alarming turn when his wife goes missing.",2018,1
Voulez-vous rire avec moi ce soir?,"Documentaries, International Movies",Adults,93,France,Yacine Belhousse,"Gad Elmaleh, Eddie Izzard, Bill Burr, Todd Barry, Kyan Khojandi, Judah Friedlander, Blanche Gardin, Mike Ward, Igor Meerson, Dan Naturman, Tony Law, Daniel Gagnon, Sebastian Marx, Michael Mittermeier, Paul Taylor, Korine CÃÂ´tÃÂ©, Guillermo Guiz, Virginie Fortin, Francesco De Carlo",French humorist Yacine Belhousse tours the world to explore how stand-up comedians make audiences laugh across cultures.,2018,1
Voyeur,Documentaries,Adults,96,United States,Alex van Warmerdam,"Alex van Warmerdam, Henri Garcin, Olga Zuiderhoek, Annet Malherbe",,2017,4
VS.,Dramas,Adults,99,United Kingdom,Ed Lilly,"Connor Swindells, Fola Evans-Akingbola, Nicholas Pinnock, Ruth Sheen, Emily Taaffe, Shotty Horroh, Paige Meade, Elliot Barnes-Worrell, Joivan Wade, Youssef Berouain, Jurell Carter, Ellie James","A young man in foster care finds his voice in the underground rap battle scene. But when his mother returns, a lifetime of pain comes with her.",2018,5
W. Kamau Bell: Private School Negro,Stand-Up Comedy,Adults,66,United States,Shannon Hartman,W. Kamau Bell,"Comedian W. Kamau Bell muses on parenting in the Trump era, ""free speech"" dustups, woke children's TV and his fear of going off the grid.",2018,5
W.E.,"Dramas, Romantic Movies",Young Adults,119,United Kingdom,Madonna,"Abbie Cornish, Andrea Riseborough, James D'Arcy, Oscar Isaac",,2011,4
W/O Ram,"Dramas, International Movies, Thrillers",Adults,115,India,Vijay Yelakanti,"Lakshmi Manchu, Aadarsh Balakrishna, Priyadarshi Pullikonda, Samrat Reddy, Shrikanth Iyyangar, Shrusti Dange","Frustrated with the stalled investigation into her husband's murder, a woman searches for the killer on her own, putting herself in grave danger.",2018,1
Waar,"Action & Adventure, International Movies",Adults,130,Pakistan,Bilal Lashari,"Shaan Shahid, Hamza Abbasi, Shamoon Abbasi, Ayesha Khan",,2013,1
Waarrior Savitri,"Action & Adventure, International Movies, Sci-Fi & Fantasy",Young Adults,120,India,Param Gill,"Niharica Raizada, Rajat Barmecha, Lucy Pinder, Om Puri, Gulshan Grover, Tim Man, Ron Smoorenburg, KaramVeer Chaudhary","In a modern adaptation of a mythological tale, a devoted wife is willing to do whatever it takes to rescue her husband from the clutches of death.",2016,5
Wadjda,"Dramas, International Movies, Sports Movies",Teens,93,"Saudi Arabia, Netherlands, Germany, Jordan, United Arab Emirates, United States",Haifaa Al-Mansour,"Reem Abdullah, Waad Mohammed, Abdullrahman Al Gohani, Ahd",,2012,2
Waiting,"Dramas, International Movies",Adults,94,India,Anu Menon,"Naseeruddin Shah, Kalki Koechlin, Rajat Kapoor, Rajeev Ravindranathan, Ratnabali Bhattacharjee, Suhasini, Arjun Mathur","While visiting his comatose wife in the hospital, a serene old professor befriends a vibrant young woman whose husband has also fallen into a coma.",2015,2
"Waiting for ""Superman""",Documentaries,Teens,111,United States,Davis Guggenheim,,"This dynamic documentary weaves together stories about students, educators and reformers to shed light on America's failing public school system.",2010,4
Waiting...,"Comedies, Independent Movies",Young Adults,94,United States,Rob McKittrick,"Ryan Reynolds, Anna Faris, Justin Long, David Koechner",,2005,3
Wake Up Sid,"Comedies, International Movies, Romantic Movies",Young Adults,132,India,Ayan Mukherjee,"Ranbir Kapoor, Konkona Sen Sharma, Supriya Pathak, Anupam Kher",,2009,3
Wakefield,Dramas,Young Adults,109,United States,Robin Swicord,"Bryan Cranston, Jennifer Garner, Jason O'Mara, Beverly D'Angelo, Ian Anthony Dale, Pippa Bennett-Warner, Isaac Leyva, Victoria Bruno, Ellery Sprayberry, Tracey Walter","An unhappy father and lawyer quits his suburban life and vanishes into the attic above his garage, where he watches his family move on without him.",2016,3
Walk Away from Love,"Dramas, Romantic Movies",Young Adults,81,United States,Christopher Nolen,"Noree Victoria, Brad James, Robert Christopher Riley, Brely Evans, Sabrina Revelle","Heartbroken from her last relationship, an attorney is wary of falling in love again. But crossing paths with an ex upends her plans to finally move on.",2017,4
Walk with Me,Documentaries,Teens,94,United Kingdom,"Marc Francis, Max Pugh","Benedict Cumberbatch, Thich Nhat Hanh",A community of monks in France led by Zen Buddhist master Thich Nhat Hanh offers an intimate glimpse into mindfulness practice and the monastic life.,2017,1
Walk. Ride. Rodeo.,"Children & Family Movies, Dramas",Teens,100,United States,Conor Allyn,"Spencer Locke, Missi Pyle, Sherri Shepherd, Bailey Chase, Alyvia Alyn Lind, Max Ehrich, Corbin Bleu, Kathleen Rose Perkins","In the wake of an accident that leaves her paralyzed, a champion rodeo rider vows to get back on her horse and compete again. Based on a true story.",2019,5
Walking Out,"Dramas, Independent Movies, Thrillers",Teens,96,United States,"Alex Smith, Andrew J. Smith","Matt Bomer, Josh Wiggins, Bill Pullman, Alex Neustaedter, Lily Gladstone","A suburban teen goes hunting with his estranged father. When a mishap with a bear occurs, he must his use his survival skills to save them both.",2017,2
Walt Disney Animation Studios Short Films Collection,Children & Family Movies,Kids,90,United States,"Chris Buck, Jennifer Lee, Patrick Osborne, Lauren MacMullan, John Kahrs, Nathan Greno, Byron Howard, Stevie Wermers, Dean Wellins, Kevin Deters, Roger Allers, Mike Gabriel, Mark Henn","Kristen Bell, Josh Gad, Jonathan Groff, Idina Menzel, Geoffrey Jones, Alfre Woodard, Carrie Harrington, Tim Hodge, David Murray, Sarah Chalke, Dave Foley, Derek Richardson, Betty White, Zachary Levi, Mandy Moore","This collection of 12 short films from Disney includes ""Frozen Fever,"" the Mickey Mouse short ""Get a Horse!"" and Oscar winners ""Paperman"" and ""Feast.""",2015,5
Wanda Sykes: Not Normal,Stand-Up Comedy,Adults,66,United States,Linda Mendoza,Wanda Sykes,"Wanda Sykes tackles politics, reality TV, racism and the secret she'd take to the grave in this rollicking, no-holds-barred stand-up special.",2019,3
Wandering Stars,"Documentaries, International Movies, Music & Musicals",Adults,95,France,"Syrine Boulanouar, Nekfeu",Nekfeu,"Navigating creative pressures and personal upsets, French rapperÃÂ Nekfeu sets out on a global quest for musical inspiration in this documentary.",2019,1
War,Action & Adventure,Young Adults,103,"United States, Canada",Aleksey Balabanov,"Aleksey Chadov, Ian Kelly, Ingeborga Dapkunaite, Sergey Bodrov Jr.",,2007,4
War Against Women,"Documentaries, International Movies",Adults,61,"United States, Spain",HernÃÂ¡n Zin,,"Filmed over three years in 10 countries, this documentary gives voice to the women who have become victims of sexual violence as weapons of war.",2013,2
War Chhod Na Yaar,"Comedies, Dramas, International Movies",Young Adults,109,India,Faraz Haider,"Sharman Joshi, Soha Ali Khan, Javed Jaffrey, Dalip Tahil, Mukul Dev, Sanjay Mishra, Vivek Rana, Manoj Pahwa","Set in an India-Pakistan border post, this satirical but thought-provoking comedy about war deals with serious events in a humorous manner.",2013,1
War Horse,Dramas,Teens,147,"United States, India",Steven Spielberg,"Jeremy Irvine, Peter Mullan, Emily Watson, Niels Arestrup",,2011,5
War Machine,"Comedies, Dramas",Adults,123,United States,,,,2017,1
War on Everyone,"Action & Adventure, Comedies",Young Adults,98,United Kingdom,John Michael McDonagh,"Theo James, Alexander SkarsgÃ¯Â¿Â½rd, Michael PeÃ¯Â¿Â½a, Caleb Landry Jones",,2016,2
Warda,"Horror Movies, Independent Movies, International Movies",Young Adults,73,Egypt,Hadi El Bagoury,"Nada Al Alfi, Bassel El Kadi, Samira Maqroun, Tareq Abdalla, Ahmed Awni, Emad Ghoniem, Abeer Mansour, Youssef Mohamed","When an aspiring documentarian returns to his hometown to investigate paranormal happenings, his girlfriend's mental health takes a troubling turn.",2014,4
Warehoused,"Comedies, Dramas, International Movies",Young Adults,92,Mexico,Jack Zagha Kababie,"JosÃÂ© Carlos Ruiz, Hoze MelÃÂ©ndez",A soon-to-be-retiring Mr. Lino teaches 20-something Nin the strict rules of his new warehouse job in this dramedy about the absurdities of work life.,2015,1
Wasp Network,"Dramas, International Movies, Thrillers",Adults,128,"France, Brazil, Spain, Belgium",Olivier Assayas,"PenÃÂ©lope Cruz, Edgar RamÃÂ­rez, Wagner Moura, Gael GarcÃÂ­a Bernal, Ana de Armas, Leonardo Sbaraglia","Based on a true and gripping story: Cuban spies infiltrate exile groups in the 1990s to stop terrorism against the island, but at a high personal cost.",2020,4
Watchman,"Comedies, Dramas, International Movies",Young Adults,93,India,A. L. Vijay,"G.V. Prakash Kumar, Samyuktha Hegde, Suman, Raj Arjun, Yogi Babu, Munishkanth","Rushing to pay off a loan shark, a young man breaks into a bungalow to steal the cash, unprepared for the dog standing guard Ã¢ÂÂ or the trouble inside.",2019,5
Water & Power: A California Heist,Documentaries,Teens,78,United States,Marina Zenovich,,California residents and farmers face powerful barons in the struggle to secure water rights in this fresh historical account of profit and interests.,2017,2
Waterschool,Documentaries,Kids,68,"United States, Brazil, India, Uganda, China",Tiffanie Hsu,,"Six young women, who each live near one of Earth's major rivers, share how the Waterschool environmental education program has impacted their lives.",2018,2
Wazir,"Dramas, International Movies, Thrillers",Adults,98,India,Bejoy Nambiar,"Farhan Akhtar, Aditi Rao Hydari, Amitabh Bachchan, John Abraham",,2016,5
We Are All For The Fatherland,"Documentaries, International Movies",Young Adults,74,"Lebanon, Canada, France",,,"After the 1978 Israeli invasion of Lebanon, children try to sing the national anthem as citizens search for hope in the war-torn South.",1979,4
We Are Family,"Dramas, International Movies",Young Adults,119,"India, Australia",Sidharth Malhotra,"Kajol, Kareena Kapoor, Arjun Rampal, Nominath Ginsberg, Iravati Harshe, Aachal Munjal, Diya Sonecha",A divorced mother of three children runs a happy household Ã¢ÂÂ until her former husband brings his new career-oriented girlfriend into the picture.,2010,3
We Are Legends,"Action & Adventure, International Movies, Sports Movies",Young Adults,109,Hong Kong,Daniel Yee Heng Chan,"Lam Yiu-sing, Ma Chi Wai, Wiyona Yeung, Eric Kot, Yuen Qiu, Lisa Cheng, Jason Li","Raised in a boxing gym, two orphaned brothers become highly skilled martial artists and must combat threats in the streets and the ring.",2019,2
We Are One,"Documentaries, International Movies, Music & Musicals",Adults,86,France,StÃÂ©phane de Freitas,,"Activists around the world fight injustice and drive social change in this documentary that follows their participation in the music video ""SolidaritÃÂ©.""",2020,3
We Are Young. We Are Strong.,"Dramas, International Movies",Adults,123,Germany,Burhan Qurbani,"Devid Striesow, Jonas Nay, Trang Le Hong, Joel Basman",,2014,3
We Are Your Friends,"Dramas, Independent Movies, Music & Musicals",Young Adults,96,"United Kingdom, France, United States",Max Joseph,"Zac Efron, Wes Bentley, Emily Ratajkowski, Jonny Weston",,2015,3
We Belong Together,Thrillers,Young Adults,83,United States,Chris Stokes,"Charles Malik Whitfield, Draya Michele, Elise Neal, Cassidey Fralin, Brian White, Valarie Pettiford, Gary Anthony Sturgis, Jessica Vanessa DeLeon",A divorced professor shares a night of passion with a troubled student who quickly develops an unhealthy Ã¢ÂÂ perhaps deadly Ã¢ÂÂ infatuation.,2018,2
We Can Be Heroes,"Children & Family Movies, Comedies",Teens,101,United States,,"Chris Lilley, Jennifer Byrne, Mick Graham, Chung Jade Koh",,2020,2
We Have Always Lived in the Castle,"Dramas, Thrillers",Young Adults,95,United States,Stacie Passon,"Taissa Farmiga, Alexandra Daddario, Crispin Glover, Sebastian Stan, Paula Malcomson, Peter Coonan, Ian Toner, Joanne Crawford",The fragile and secretive world of two sisters and their uncle crumbles when their charming cousin arrives with eyes toward the family fortune.,2018,2
We Need to Talk,"Comedies, International Movies, Romantic Movies",Adults,91,Spain,David Serrano,"Hugo Silva, Michelle Jenner, Ernesto Sevilla, BelÃÂ©n Cuesta, ÃÂscar Ladoire, Ilay Kurelovic, VerÃÂ³nica ForquÃÂ©, Luis Jaspe, Borja Luna, JosÃÂ© Luis MarÃÂ­n","A happy woman's new love is going great, but she needs one thing: divorce papers from her depressed ex. To get them, trickery may be in order.",2016,4
We Summon the Darkness,"Horror Movies, Thrillers",Young Adults,90,"United States, Canada, United Kingdom",Marc Meyers,"Alexandra Daddario, Amy Forsyth, Keean Johnson, Maddie Hasson, Logan Miller, Austin Swift, Johnny Knoxville, Allison McAtee, Tanner Beard",A night at a 1980s heavy metal concert hits a grisly note when new friends find themselves in the middle of a satanic murder spree.,2020,5
We the Animals,"Dramas, Independent Movies",Young Adults,93,United States,Jeremiah Zagar,"Evan Rosado, Josiah Gabriel, Isaiah Kristian, RaÃÂºl Castillo, Sheila Vand, Giovanni Pacciarelli, Terry Holland, Moe Isaac, Mickey Anthony, Tom Malley","A trio of brothers cope with their parents' volatile relationship by running wild and unchecked, and one of them experiences a visceral awakening.",2018,1
"We, the Marines","Documentaries, International Movies",Teens,38,United States,Greg MacGillivray,,"Narrated by actor and former Marine Gene Hackman, this documentary showcases the experience of becoming a member of the US Marine Corps.",2017,5
We'll Be Right Back After The Break,"Action & Adventure, Comedies, International Movies",Young Adults,106,Egypt,Ahmed Nader Galal,"Karim Abdel Aziz, Dina Fouad, Mohamed Lotfy, Ahmed Rateb, Rasha Amin, Youssef Eid, Mostafa Abbas, Maged El Kedwany, Sabri Abdulmonem, Abdalah Mishrif","While fighting a child custody battle against his father-in-law, a taxi driver loses his memory when his son is kidnapped.",2012,2
We're No Animals,"Comedies, Dramas, Independent Movies",Adults,94,"United States, Argentina",Alejandro Agresti,"John Cusack, Paul Hipp, Kevin Morris, Alejandro Agresti, Mario AlarcÃÂ³n, Norman Briski, Lucila SolÃÂ¡, Juana Viale, Pablo Bossi, Leticia BrÃÂ©dice","Unhappy with his commercial film work, a jaded Hollywood actor moves to Argentina to participate in an experimental thesis on social philosophy.",2015,3
Weapon of Choice,"Documentaries, International Movies",Adults,89,"Austria, Iraq, United States",Fritz Ofner,,"Speaking to retailers and owners of the Glock pistol, two filmmakers shed light on the politics of violence and its implications from Chicago to Kirkuk.",2018,3
Weather forecast,"Dramas, International Movies",Adults,91,Poland,Antoni Krauze,"Halina Buyno-ÃÂoza, Zofia CegieÃÂkowa, Barbara Chojecka, Eugenia Horecka, Zygmunt Zintel, Henryka Janikowska, Lena WilczyÃÂska, Jerzy Block","When a delivery of coffins foreshadows a harsh winter, residents of a retirement home escape their confines and rediscover the world outside.",1983,3
Wedding Unplanned,"Comedies, International Movies, Romantic Movies",Adults,94,France,Reem Kherici,"Reem Kherici, Nicolas Duvauchelle, Julia Piaton, Sylvie Testud, FranÃÂ§ois-Xavier Demaison, Chantal Lauby, Lionnel Astier, ÃÂve Saint-Louis, Victoria Monfort, Amelie Fonlupt","Mathias's girlfriend finds a business card for a wedding planner in his pocket. Suddenly, he's engaged and hiring his lover to plan the big day!",2017,5
Wedy Atkalam,"Comedies, Dramas, International Movies",Teens,72,Kuwait,Sadeq Behbehani,"Abdulmohsen Al-Qaffas, Jamal Alradhan, Jassim Al Nabhan, Layla Abdullah, Khaled Al-Buraiki","A socially conscious film director struggles with his career as he faces numerous obstacles, including his social media-friendly significant other.",2018,3
Weed the People,Documentaries,Adults,94,United States,Abby Epstein,,"Buoyed by hopeful experiences with medical marijuana, physicians and parents of children with cancer call for more research of its healing potential.",2018,5
Weeds on Fire,"Dramas, Independent Movies, International Movies",Adults,95,Hong Kong,Chi Fat Chan,"Liu Kai Chi, Lam Yiu-sing, Tony Tsz-Tung Wu, Poon Chan-leung, Sun Li Man, Tam Sin Yin, Sham Ka Ki, Wang Simin, Jan Lamb","In 1980s Hong Kong, a school principal forms a baseball team with an eclectic crew of local students who soon fight their way to the top of the league.",2016,2
Welcome,"Comedies, International Movies, Music & Musicals",Teens,149,India,Anees Bazmee,"Akshay Kumar, Nana Patekar, Anil Kapoor, Mallika Sherawat",,2007,4
Welcome 2 Karachi,"Comedies, International Movies",Adults,124,India,Ashish R. Mohan,"Arshad Warsi, Jacky Bhagnani, Lauren Gottlieb, Dalip Tahil, Pavan Malhotra, Ayub Khoso, Adnan Shah","Denied a U.S. visa, two dim Indian men decide to sneak into America on a boat. Fate, however, leaves them stranded on a beach Ã¢ÂÂ in Karachi, Pakistan.",2015,5
Welcome Mr. President,"Comedies, International Movies",Adults,99,Italy,Riccardo Milani,"Claudio Bisio, Kasia Smutniak, Beppe Fiorello, Remo Girone, Massimo Popolizio, Cesare Bocci, Omero Antonutti, Michele Alhaique, Franco Ravera, Patrizio Rispo, Piera Degli Esposti, Gianni Cavina","When frustrated politicians name a historical figure as the next president, an honest, humble man by the same name suddenly becomes Italy's leader.",2013,1
Welcome to Monster High: The Origin Story,Children & Family Movies,Kids,73,United States,"Stephen Donnelly, Olly Reid, Jun Falkenstein","Debi Derryberry, Cassandra Morris, Salli Saffioti, Larissa Gallagher, Cristina Milizia, Michael Sorich, Jonquil Goode, Travis Dresden, Evan Smith",Dracula's daughter Draculaura sets out to create a new kind of school where monsters of all kinds can be themselves and have a scary good time.,2016,4
Welcome to New York,"Dramas, Independent Movies",Young Adults,108,"United States, France",Abel Ferrara,"GÃ¯Â¿Â½rard Depardieu, Jacqueline Bisset, Marie MoutÃ¯Â¿Â½, Paul Calderon",,2014,2
Welcome to Sajjanpur,"Comedies, Dramas, International Movies",Young Adults,131,India,Shyam Benegal,"Shreyas Talpade, Amrita Rao, Ravi Kishan, Ila Arun, Rajeshwari Sachdev, Divya Dutta, Yashpal Sharma, Ravi Jhankal, Lalit Mohan Tiwari","An educated man assists the illiterate residents of his village with written correspondence, sometimes manipulating the letters to suit his interests.",2008,4
Welcome to Sudden Death,Action & Adventure,Young Adults,80,United States,Dallas Jackson,"Michael Jai White, Michael Eklund, Sabryn Rock, Nakai Takawira, Lyric Justice, Sagine Semajuste, Gary Owen, Anthony Grant, Kristen Harris, BJ Verot, Sean Skene, Marrese Crump, Stephanie Sy, Jeff Strome, Adam Hurtig, Gillian White, Anthony J. Mifsud","At a basketball game, an ex-Special Forces officer must face a group of tech-savvy hostiles when a team owner and his daughter are taken hostage.",2020,5
Welcome to Willits,"Comedies, Horror Movies, Independent Movies",Adults,84,United States,Trevor Ryan,"Bill Sage, Sabina Gadecki, Anastasia Baranova, Dolph Lundgren, Thomas Dekker, Karrueche Tran, Chris Zylka, Keelin Woodell, Garrett Clayton, Shad Gaspard, Rory Culkin",A marijuana farmer's extraterrestrial paranoia creates trouble for a group of young campers who pitch their tent on his land in Northern California.,2017,2
Well Done Abba,"Comedies, International Movies",Young Adults,135,India,Shyam Benegal,"Boman Irani, Minissha Lamba, Sammir Dattani, Ila Arun, Ravi Kishan, Sonali Kulkarni, Rajit Kapoor, Ravi Jhankal, Yashpal Sharma, Rajendra Gupta","On leave in his drought-ridden village to find his daughter a husband, a father becomes mired in the bribery-laced bureaucracy of his local government.",2009,2
West Beirut,"Dramas, International Movies",Adults,106,"France, Norway, Lebanon, Belgium",Ziad Doueiri,"Rami Doueiri, Naamar Sahli, Mohamad Chamas, Rola Al Amin",,1999,3
West Coast,"Comedies, Dramas, International Movies",Adults,81,France,Benjamin Weill,"Devi Couzigou, Mathis Crusson, Victor Le Blond, Sullivan Loyez, Pierre-FranÃÂ§ois Martin-Laval, Hugo Chalan-Marchio",Four small-town French teens who style themselves after American rappers set out to avenge a classroom insult and end up on a mind-blowing adventure.,2016,2
Westerplatte Resists,"Classic Movies, Dramas, International Movies",Adults,93,Poland,StanisÃÂaw RÃÂ³ÃÂ¼ewicz,"Zygmunt HÃÂ¼bner, Arkadiusz Bazak, Tadeusz Schmidt, JÃÂ³zef Nowak, Tadeusz PluciÃÂski, Bogusz Bilewski","At the onset of World War II, a Polish infantry lacking firepower fight to build a strong defense and protect their peninsula against enemy forces.",1967,3
Westside vs. the World,"Documentaries, Sports Movies",Adults,96,,Michael Fahey,"Ron Perlman, Louie Simmons","A look into the journey of influential strength coach Louie Simmons and the Westside Barbell gym he founded, evolving the sport of powerlifting.",2019,4
What a Girl Wants,"Children & Family Movies, Comedies",Teens,105,"United States, United Kingdom",Dennie Gordon,"Amanda Bynes, Colin Firth, Kelly Preston, Eileen Atkins",,2003,1
What a Wonderful Family!,"Comedies, Dramas, International Movies",Young Adults,102,China,Huang Lei,"Huang Lei, Sun Li, Lee Li-Chun, Zhang Weixin, Hai Qing, Wang Xun, Wei Daxun, Lorene Ren, Lei Huang","In a large family living under one roof, a storm brews when the matriarch requests a divorce from her husband on their 50th anniversary.",2017,4
What Are the Odds?,"Comedies, Dramas, Independent Movies",Adults,92,India,Megha Ramaswamy,"Yashaswini Dayama, Karanvir Malhotra, Abhay Deol, Priyanka Bose, Monica Dogra, Sulabha Arya, Manu Rishi Chadha, Ananya Melkote","When two unlikely friends play hooky from school, accidental encounters and otherworldly events turn their day into a whimsical coming-of-age journey.",2020,4
What Did I Mess,"Comedies, International Movies, Romantic Movies",Young Adults,98,Lebanon,Shady Hanna,"Rola Beksmati, Junaid Zeineldine, Abboudy Mallah, Tanya Nasr, Matteo El Khodr, Rita El Khoury, Tony Benn","In an attempt to get her ex to propose, Nayla hosts a gathering to introduce him to her new suitor Ã¢ÂÂ only for the party to turn into a hellish occasion.",2018,1
WHAT DID JACK DO?,"Dramas, Independent Movies",Young Adults,17,United States,David Lynch,David Lynch,A detective interrogates a monkey who is suspected of murder.,2020,4
What Happened to Monday,"Action & Adventure, Sci-Fi & Fantasy",Adults,124,"United Kingdom, France, United States, Belgium",Tommy Wirkola,"Noomi Rapace, Willem Dafoe, Glenn Close, Marwan Kenzari, Christian Rubeck, PÃÂ¥l Sverre Hagen, Tomiwa Edun, Cassie Clare, Cameron Jack, Clara Read, Robert Wagner","In a future with a strict one-child policy, six septuplets must avoid government detection while searching for their missing sister.",2017,3
What Happened to Mr. Cha?,"Comedies, International Movies",Adults,102,South Korea,Kim Dong-kyu,"Cha In-pyo, Cho Dal-hwan, Song Jae-ryong","With the peak of his career long behind him, an actor clings to his past glory Ã¢ÂÂ until a sudden wake-up call forces him to face who he's become.",2021,1
"What Happened, Miss Simone?","Documentaries, Music & Musicals",Young Adults,103,United States,Liz Garbus,"James Baldwin, Stokely Carmichael, Walter Cronkite, Stanley Crouch",,2015,3
What Keeps You Alive,"LGBTQ Movies, Thrillers",Young Adults,99,Canada,Colin Minihan,"Hannah Emily Anderson, Brittany Allen, Martha MacIsaac, Joey Klein, Charlotte Lindsay Marron",A couple's romantic anniversary retreat to a rural cabin unravels when a childhood friend appears and reveals long-held secrets from the past.,2018,5
What Lies Beneath,"Horror Movies, Thrillers",Teens,130,United States,Robert Zemeckis,"Michelle Pfeiffer, Katharine Towne, Miranda Otto, James Remar",,2000,1
What Makes a Psychopath?,Documentaries,Young Adults,52,United Kingdom,Rebecca Harrison,,"This wide-ranging documentary examines the behaviors considered in a diagnosis of psychopathy and includes nonviolent, successful figures in history.",2017,3
